txn_id,timestamp,txn_type,channel,amount,status,payer_upi,payee_upi,payer_device_id,payee_device_id,payer_city,payee_city,is_fraud,payer_lat,payer_lon,payee_lat,payee_lon
UPI1001352,2025-01-01 22:32:00,P2P,Intent,81.28,SUCCESS,advaykanna@okyesbank,garimapant@oksbi,dev_42229486,dev_28090244,Pune,Chennai,0,18.529794,73.781884,13.194423,80.159193
UPI1017822,2025-01-13 09:02:00,P2P,QR,340.69,PENDING,victorkara@okicici,warjasluth@okicici,dev_76647880,dev_37210747,Delhi,Kolkata,0,28.573562,76.938894,22.612708,88.316745
UPI1026136,2025-01-19 03:36:00,P2M,DeepLink,1901.0,SUCCESS,zashilkeer@okicici,yutikaiyer@okyesbank,dev_1264504,dev_31266815,Jaipur,Delhi,0,26.83072,75.848838,28.686429,77.006203
UPI1046833,2025-02-02 12:33:00,P2P,QR,90.37,SUCCESS,yaminimann@oksbi,krishnakap@okicici,dev_72101806,dev_32844075,Jaipur,Mumbai,0,26.736024,75.741916,19.069561,72.884897
UPI1037695,2025-01-27 04:15:00,P2P,QR,199.67,SUCCESS,neelcontra@okicici,hemangdeol@oksbi,dev_64292392,dev_38691641,Jaipur,Kolkata,0,26.860939,75.885018,22.577156,88.409173
UPI1030590,2025-01-22 05:50:00,AutoPay,QR,189.42,SUCCESS,akshaychop@okhdfcbank,jeremiahla@okicici,dev_25559263,dev_22142549,Pune,Hyderabad,0,18.52242,73.945032,17.459563,78.543708
UPI1020769,2025-01-15 10:09:00,P2P,Intent,676.86,SUCCESS,dakshnaidu@okhdfcbank,maanasbasa@okhdfcbank,dev_46922302,dev_23195292,Hyderabad,Jaipur,0,17.304882,78.48245,26.763638,75.702507
UPI1025033,2025-01-18 09:13:00,P2M,QR,1024.23,SUCCESS,gauriramak@oksbi,sarthakrai@okaxis,dev_27171334,dev_18931056,Bengaluru,Delhi,0,12.864006,77.766987,28.662557,77.38782
UPI1015238,2025-01-11 13:58:00,AutoPay,Intent,638.25,SUCCESS,ishitapal@okyesbank,wishimitra@okhdfcbank,dev_12612239,dev_78961912,Jaipur,Kolkata,0,26.733758,75.7765,22.69935,88.218858
UPI1025687,2025-01-18 20:07:00,P2P,QR,449.46,SUCCESS,hritikvark@okhdfcbank,yutikabora@okyesbank,dev_18313145,dev_54812398,Mumbai,Bengaluru,0,19.208895,72.812824,12.969969,77.770194
UPI1012105,2025-01-09 09:45:00,P2P,QR,1022.14,SUCCESS,tejasdave@okaxis,bhavnatoor@okicici,dev_16247730,dev_2034023,Bengaluru,Mumbai,0,13.114583,77.441127,19.158098,72.703676
UPI1028934,2025-01-21 02:14:00,P2M,Intent,343.91,FAILED,girishsinh@oksbi,rachanamad@okyesbank,dev_63193363,dev_19690375,Mumbai,Hyderabad,0,19.157549,72.784132,17.279087,78.490451
UPI1041611,2025-01-29 21:31:00,P2M,QR,20.37,SUCCESS,neelimaban@okaxis,wishirama@okaxis,dev_69367298,dev_27592581,Bengaluru,Hyderabad,0,13.052049,77.517924,17.220895,78.585341
UPI1034476,2025-01-24 22:36:00,P2M,Intent,720.85,SUCCESS,zaitrakuru@okaxis,yachanacha@okhdfcbank,dev_56688098,dev_43654543,Hyderabad,Hyderabad,0,17.228869,78.41071,17.421003,78.467586
UPI1015609,2025-01-11 20:09:00,AutoPay,Intent,1751.21,SUCCESS,suhanijagg@okicici,roberttiwa@oksbi,dev_75709353,dev_40270618,Jaipur,Mumbai,0,26.994002,75.608756,19.082608,72.701167
UPI1030688,2025-01-22 07:28:00,P2P,QR,344.14,SUCCESS,vedhikakha@okicici,turvibanik@okicici,dev_61151436,dev_34924027,Pune,Hyderabad,0,18.644099,73.746152,17.493281,78.507348
UPI1002218,2025-01-02 12:58:00,P2P,QR,1290.71,SUCCESS,harinakshi@okhdfcbank,tristanvar@okicici,dev_64394058,dev_88114207,Hyderabad,Delhi,1,17.405604,78.593734,28.412853,77.294872
UPI1023683,2025-01-17 10:43:00,P2P,QR,314.71,SUCCESS,christophe@okhdfcbank,dominicman@oksbi,dev_22082617,dev_96732117,Jaipur,Jaipur,1,26.712381,75.896783,26.771616,75.642962
UPI1008805,2025-01-07 02:45:00,P2P,QR,315.98,SUCCESS,onibhavsar@okicici,quincynatt@oksbi,dev_58377292,dev_37122980,Hyderabad,Jaipur,0,17.517687,78.503095,26.706673,75.741644
UPI1025720,2025-01-18 20:40:00,P2M,Intent,178.66,SUCCESS,eiravatiga@okyesbank,rudrakamda@okicici,dev_13782838,dev_23332366,Hyderabad,Kolkata,0,17.260768,78.415695,22.659555,88.237499
UPI1004228,2025-01-03 22:28:00,P2P,QR,1006.72,SUCCESS,saanviraju@okyesbank,riyavasa@oksbi,dev_19155338,dev_89546879,Bengaluru,Jaipur,0,12.89104,77.457728,26.959606,75.703081
UPI1037459,2025-01-27 00:19:00,P2M,QR,1243.92,SUCCESS,ranbirpate@oksbi,samarthsur@okicici,dev_40073625,dev_61869902,Kolkata,Mumbai,0,22.602784,88.255482,19.104095,72.934538
UPI1001945,2025-01-02 08:25:00,P2M,QR,833.98,SUCCESS,shravyasac@okicici,ojasthaker@okicici,dev_71227463,dev_28861756,Chennai,Delhi,0,12.997081,80.209768,28.489557,76.958784
UPI1033906,2025-01-24 13:06:00,P2M,Intent,1588.25,SUCCESS,poojabumb@oksbi,sakshamdal@oksbi,dev_71813141,dev_81388161,Hyderabad,Mumbai,0,17.2704,78.358828,19.113646,72.726359
UPI1000568,2025-01-01 09:28:00,P2M,QR,1018.47,SUCCESS,zilmilchow@okhdfcbank,krishnabad@okicici,dev_46342019,dev_67886491,Bengaluru,Mumbai,0,12.813384,77.480078,19.251311,72.753763
UPI1025384,2025-01-18 15:04:00,P2P,QR,2012.27,SUCCESS,vanyamorar@okicici,widishamen@okaxis,dev_91825617,dev_12060833,Jaipur,Jaipur,0,26.799681,75.875013,26.903582,75.602781
UPI1047671,2025-02-03 02:31:00,P2P,Intent,2402.8,SUCCESS,baghyawati@okyesbank,zayangola@oksbi,dev_98675692,dev_55220087,Pune,Hyderabad,1,18.690334,73.855577,17.534752,78.532531
UPI1017741,2025-01-13 07:41:00,P2M,QR,1939.77,SUCCESS,samakshcha@okhdfcbank,jacobnaray@okyesbank,dev_10459247,dev_47590699,Chennai,Kolkata,0,12.932846,80.345197,22.663384,88.245202
UPI1042489,2025-01-30 12:09:00,P2P,DeepLink,2561.45,SUCCESS,dakshbansa@okhdfcbank,abhabatra@okaxis,dev_44102986,dev_85194230,Chennai,Kolkata,0,13.016862,80.25025,22.545036,88.320552
UPI1030613,2025-01-22 06:13:00,P2P,QR,311.34,SUCCESS,gayathrisa@okaxis,yochanaban@okyesbank,dev_68004838,dev_26049257,Delhi,Mumbai,0,28.401229,77.387766,19.139196,72.918996
UPI1039225,2025-01-28 05:45:00,P2P,QR,580.54,SUCCESS,aadhyakant@okyesbank,indaliraja@oksbi,dev_81692069,dev_34245885,Hyderabad,Jaipur,0,17.598006,78.488761,26.704928,75.673388
UPI1040724,2025-01-29 06:44:00,P2P,Intent,222.63,SUCCESS,anvimandal@okaxis,ojassharaf@okhdfcbank,dev_84244748,dev_34227563,Hyderabad,Jaipur,0,17.337493,78.473182,26.882163,75.775304
UPI1026048,2025-01-19 02:08:00,AutoPay,DeepLink,1733.37,SUCCESS,forumsalvi@oksbi,siyasahni@okaxis,dev_17525065,dev_75042569,Jaipur,Delhi,0,26.873524,75.667613,28.664407,77.346216
UPI1044909,2025-02-01 04:29:00,P2M,QR,525.11,SUCCESS,peternaras@okhdfcbank,urvicheema@okaxis,dev_35476364,dev_52068295,Jaipur,Chennai,0,26.926856,75.630427,13.096268,80.172823
UPI1017798,2025-01-13 08:38:00,P2M,QR,6348.97,SUCCESS,williamran@okaxis,hardikram@oksbi,dev_23468775,dev_66186899,Jaipur,Kolkata,0,26.712026,75.897211,22.412423,88.369434
UPI1048726,2025-02-03 20:06:00,P2P,QR,760.46,SUCCESS,tarakranga@okyesbank,gautamisan@okicici,dev_50982029,dev_64829323,Kolkata,Chennai,0,22.551659,88.300781,12.90469,80.18809
UPI1012166,2025-01-09 10:46:00,P2M,QR,2772.3,SUCCESS,anirudhdoc@okaxis,amairaaror@okyesbank,dev_74781706,dev_57549708,Jaipur,Chennai,0,26.867393,75.675244,12.930705,80.243091
UPI1017056,2025-01-12 20:16:00,P2P,QR,2888.24,SUCCESS,bhavanicha@okyesbank,kiaanshank@okhdfcbank,dev_27290376,dev_4462799,Mumbai,Mumbai,0,19.086486,72.838191,19.211122,72.937863
UPI1040255,2025-01-28 22:55:00,P2M,QR,927.13,SUCCESS,iryamangal@okicici,yashawinis@okyesbank,dev_55336343,dev_3752481,Pune,Hyderabad,0,18.653848,73.76093,17.421557,78.415845
UPI1038480,2025-01-27 17:20:00,P2M,Intent,976.15,SUCCESS,raaginisub@okaxis,geetikadug@okhdfcbank,dev_63540929,dev_47125082,Pune,Chennai,0,18.556715,73.784325,13.17958,80.163939
UPI1008992,2025-01-07 05:52:00,P2P,DeepLink,295.17,SUCCESS,gaurikadug@okyesbank,gabrielgil@okyesbank,dev_89835672,dev_94852546,Pune,Hyderabad,0,18.499399,73.734354,17.384474,78.312426
UPI1032461,2025-01-23 13:01:00,P2M,QR,35.92,FAILED,balendrakh@okhdfcbank,vyanjanama@okhdfcbank,dev_1780969,dev_6210248,Bengaluru,Delhi,0,12.960542,77.630553,28.722429,77.122353
UPI1027057,2025-01-19 18:57:00,AutoPay,Intent,240.68,SUCCESS,upmapau@oksbi,zashilbuta@oksbi,dev_27290376,dev_4683909,Delhi,Kolkata,0,28.437896,77.063957,22.552912,88.20475
UPI1008336,2025-01-06 18:56:00,P2P,QR,494.61,SUCCESS,poojanayak@oksbi,sarthakras@okyesbank,dev_86450119,dev_49286643,Hyderabad,Delhi,0,17.584156,78.377069,28.712265,77.129008
UPI1004022,2025-01-03 19:02:00,P2M,QR,1563.09,SUCCESS,tanmayiloy@okyesbank,manankara@okhdfcbank,dev_61485437,dev_66144135,Delhi,Pune,0,28.610735,76.998145,18.446976,73.777625
UPI1031364,2025-01-22 18:44:00,AutoPay,DeepLink,61.3,SUCCESS,kamalapras@okicici,yastivaidy@oksbi,dev_31325904,dev_90778676,Jaipur,Kolkata,0,26.751612,75.702952,22.588601,88.367698
UPI1042071,2025-01-30 05:11:00,P2P,Intent,343.48,SUCCESS,falansetty@okaxis,aaravbehl@okicici,dev_44020441,dev_55010430,Kolkata,Delhi,0,22.560323,88.469696,28.573123,77.302466
UPI1021530,2025-01-15 22:50:00,AutoPay,QR,580.6,SUCCESS,amararaman@okhdfcbank,etakala@okicici,dev_3419733,dev_61570705,Mumbai,Bengaluru,0,19.106383,72.724826,12.902611,77.661683
UPI1038750,2025-01-27 21:50:00,P2M,QR,5445.76,SUCCESS,janakichau@okaxis,vamakshike@oksbi,dev_95735692,dev_66543472,Delhi,Hyderabad,0,28.785029,77.396849,17.254589,78.417487
UPI1001050,2025-01-01 17:30:00,P2P,DeepLink,132.18,SUCCESS,irabassi@oksbi,atisabharw@okaxis,dev_52282584,dev_89222796,Delhi,Chennai,0,28.735467,77.187769,13.077017,80.294658
UPI1037406,2025-01-26 23:26:00,P2M,Intent,1462.83,SUCCESS,aryansrini@okyesbank,eshanabarm@okicici,dev_87314553,dev_22417946,Mumbai,Kolkata,0,19.040431,72.756704,22.52044,88.455407
UPI1026482,2025-01-19 09:22:00,P2P,Intent,655.5,SUCCESS,ryansankar@okicici,rishimitra@oksbi,dev_75220804,dev_17209297,Delhi,Delhi,0,28.727759,77.080123,28.65607,77.354048
UPI1024010,2025-01-17 16:10:00,AutoPay,QR,580.96,SUCCESS,waidarao@okyesbank,qabilpai@okhdfcbank,dev_3985772,dev_52188551,Delhi,Jaipur,0,28.723632,77.133552,26.938629,75.641661
UPI1014684,2025-01-11 04:44:00,P2P,Intent,25469.91,SUCCESS,ekaninagar@okaxis,saanviwall@oksbi,dev_47555776,dev_1834938,Chennai,Hyderabad,0,13.173167,80.275379,17.589675,78.30995
UPI1016942,2025-01-12 18:22:00,AutoPay,QR,1546.26,SUCCESS,logankala@okyesbank,eesharamac@okhdfcbank,dev_88753534,dev_71481806,Mumbai,Chennai,0,19.001019,72.845894,13.103484,80.301881
UPI1024145,2025-01-17 18:25:00,P2P,Intent,262.44,SUCCESS,amritasari@okyesbank,nandinidug@okaxis,dev_51592031,dev_74754958,Kolkata,Hyderabad,0,22.423304,88.286103,17.586077,78.422444
UPI1014813,2025-01-11 06:53:00,P2M,QR,1032.91,SUCCESS,aarinilall@okhdfcbank,hardikbhas@oksbi,dev_44536744,dev_61541031,Delhi,Jaipur,0,28.557812,76.917274,26.876783,75.758448
UPI1017614,2025-01-13 05:34:00,P2P,Intent,593.34,SUCCESS,diyahayer@okicici,chakrikaup@okyesbank,dev_81277956,dev_66948688,Pune,Bengaluru,0,18.487147,73.752557,12.815376,77.408705
UPI1037283,2025-01-26 21:23:00,P2M,QR,1021.05,SUCCESS,bhavnasidh@okyesbank,madhavdhal@okyesbank,dev_44448904,dev_96613250,Kolkata,Jaipur,0,22.581801,88.398,26.8901,75.781427
UPI1013555,2025-01-10 09:55:00,P2P,QR,1279.09,SUCCESS,ojasvisarm@oksbi,dakshamurt@okaxis,dev_59356297,dev_55748573,Mumbai,Mumbai,0,19.270666,72.86036,19.171285,72.842773
UPI1022830,2025-01-16 20:30:00,P2M,Intent,821.62,SUCCESS,masonagraw@okhdfcbank,chandreshp@okyesbank,dev_11283807,dev_78012727,Bengaluru,Hyderabad,0,13.058906,77.446964,17.415167,78.532941
UPI1019448,2025-01-14 12:08:00,AutoPay,QR,162.58,SUCCESS,chaitanyap@okhdfcbank,zayankalla@okhdfcbank,dev_69082045,dev_42913407,Pune,Delhi,0,18.487125,73.947922,28.696154,76.999211
UPI1000544,2025-01-01 09:04:00,P2P,Intent,968.85,FAILED,nitarajain@okaxis,farajiyeng@okyesbank,dev_77993896,dev_74613378,Kolkata,Pune,0,22.598272,88.430242,18.528373,73.793846
UPI1016443,2025-01-12 10:03:00,P2P,QR,1588.93,SUCCESS,indiratane@okyesbank,anitasingh@okhdfcbank,dev_18657839,dev_53157658,Delhi,Mumbai,0,28.78417,76.996664,19.295454,72.754932
UPI1042197,2025-01-30 07:17:00,P2M,QR,543.01,SUCCESS,dayamaipat@okaxis,aadichad@okaxis,dev_68810652,dev_83743042,Kolkata,Hyderabad,0,22.445413,88.286619,17.423532,78.583689
UPI1001887,2025-01-02 07:27:00,AutoPay,QR,52.81,SUCCESS,ranveerbak@okhdfcbank,fariqpatla@okicici,dev_50692308,dev_23885137,Pune,Bengaluru,0,18.662388,73.807169,13.137872,77.582807
UPI1036406,2025-01-26 06:46:00,AutoPay,DeepLink,937.7,SUCCESS,lakshitsub@okicici,owenprabhu@okhdfcbank,dev_63619181,dev_65559404,Pune,Chennai,0,18.491686,73.913819,13.097458,80.34076
UPI1010010,2025-01-07 22:50:00,P2M,Intent,346.18,SUCCESS,banjeetcho@okhdfcbank,bhavanipra@okyesbank,dev_42602333,dev_87158301,Jaipur,Delhi,0,26.797503,75.812984,28.573846,77.162746
UPI1032422,2025-01-23 12:22:00,P2P,Intent,2366.5,FAILED,jagdishcha@okyesbank,raaginirav@okhdfcbank,dev_73079064,dev_59541111,Mumbai,Pune,0,19.099448,72.725701,18.598789,73.730694
UPI1034356,2025-01-24 20:36:00,P2M,Intent,527.08,SUCCESS,vedantwadh@okaxis,bhavyakada@okhdfcbank,dev_5730654,dev_23744785,Chennai,Pune,0,12.935458,80.118955,18.635462,73.911436
UPI1028209,2025-01-20 14:09:00,P2M,Intent,1442.87,SUCCESS,maxpingle@oksbi,kritikamas@okhdfcbank,dev_5900981,dev_9624045,Jaipur,Pune,0,26.832252,75.616548,18.447071,73.755111
UPI1032241,2025-01-23 09:21:00,P2M,QR,86.38,SUCCESS,krishabatr@okyesbank,dalbirsund@okicici,dev_84028176,dev_64491084,Mumbai,Pune,0,19.030748,72.803469,18.545432,73.869329
UPI1049794,2025-02-04 13:54:00,P2P,QR,53.62,SUCCESS,hritikatwa@okicici,varshakaur@okhdfcbank,dev_46672092,dev_57749893,Kolkata,Jaipur,0,22.605933,88.41435,26.860982,75.885575
UPI1041150,2025-01-29 13:50:00,P2M,QR,385.38,SUCCESS,sanyasandh@okicici,lilachowdh@okhdfcbank,dev_34803356,dev_99801268,Kolkata,Chennai,0,22.697821,88.206866,12.982468,80.171694
UPI1009502,2025-01-07 14:22:00,P2P,QR,609.45,SUCCESS,farismane@okyesbank,meerabala@okicici,dev_95118129,dev_77328756,Hyderabad,Pune,0,17.229641,78.433361,18.413839,73.938151
UPI1030744,2025-01-22 08:24:00,P2P,DeepLink,2356.21,SUCCESS,rajatatane@okyesbank,varshachou@okyesbank,dev_15517985,dev_13962688,Hyderabad,Pune,0,17.308822,78.526641,18.655333,73.790577
UPI1036563,2025-01-26 09:23:00,AutoPay,QR,279.55,SUCCESS,odikapal@okyesbank,sarthaksol@okyesbank,dev_79604054,dev_31368362,Mumbai,Hyderabad,0,19.283365,72.797732,17.418126,78.399025
UPI1009655,2025-01-07 16:55:00,P2M,QR,449.61,SUCCESS,quincyhegd@oksbi,ishwarraja@okicici,dev_80928605,dev_2421526,Hyderabad,Delhi,0,17.583414,78.354604,28.607541,76.986701
UPI1013135,2025-01-10 02:55:00,P2P,QR,1437.15,SUCCESS,shravyamut@okhdfcbank,dakshissac@okicici,dev_9422542,dev_83834390,Pune,Delhi,0,18.486033,73.734894,28.567439,77.105643
UPI1002477,2025-01-02 17:17:00,P2P,QR,237.29,SUCCESS,nachiketma@okicici,sachishah@okhdfcbank,dev_38254050,dev_45084404,Hyderabad,Bengaluru,0,17.260021,78.332641,12.931252,77.520311
UPI1036967,2025-01-26 16:07:00,P2M,Intent,571.78,SUCCESS,fiyazgade@oksbi,advikdevi@oksbi,dev_44036055,dev_56728042,Jaipur,Bengaluru,0,26.894512,75.686622,12.917259,77.457677
UPI1042955,2025-01-30 19:55:00,AutoPay,QR,2295.91,FAILED,bhavanishe@okhdfcbank,zarnajayar@oksbi,dev_75820065,dev_62825113,Hyderabad,Kolkata,0,17.449034,78.306648,22.550971,88.306082
UPI1008338,2025-01-06 18:58:00,P2M,QR,460.51,SUCCESS,vrishticha@oksbi,dayamaisoo@oksbi,dev_26757293,dev_81145493,Jaipur,Hyderabad,0,26.879239,75.815507,17.44037,78.348673
UPI1026198,2025-01-19 04:38:00,P2P,QR,1050.22,SUCCESS,ojasviswam@okaxis,lakshmigou@okyesbank,dev_31523609,dev_54133824,Mumbai,Hyderabad,0,19.222401,72.926907,17.473701,78.326931
UPI1004821,2025-01-04 08:21:00,P2M,Intent,2018.52,SUCCESS,urishillas@okaxis,theodoreka@okyesbank,dev_58811428,dev_55372675,Delhi,Chennai,0,28.59059,77.321741,13.016572,80.349252
UPI1039123,2025-01-28 04:03:00,P2P,Intent,2341.57,SUCCESS,zaitrasehg@okhdfcbank,lipikakume@oksbi,dev_86562431,dev_60062790,Bengaluru,Hyderabad,0,13.009715,77.524111,17.478233,78.474918
UPI1009080,2025-01-07 07:20:00,P2P,Intent,1001.53,SUCCESS,janakirama@oksbi,sathviksal@okyesbank,dev_99610173,dev_71072065,Delhi,Pune,0,28.51429,76.999884,18.493203,73.778988
UPI1013930,2025-01-10 16:10:00,P2P,QR,1383.87,FAILED,xitigoel@okyesbank,chandanina@oksbi,dev_19504046,dev_23196615,Mumbai,Hyderabad,0,19.122496,72.920556,17.402101,78.571035
UPI1035146,2025-01-25 09:46:00,P2P,QR,1300.06,SUCCESS,yahvidevi@okicici,ishitagand@okhdfcbank,dev_33201047,dev_43707009,Jaipur,Chennai,0,26.998513,75.818902,12.935621,80.244819
UPI1037140,2025-01-26 19:00:00,P2M,QR,2206.74,SUCCESS,vrindajaya@okicici,wardaagate@okhdfcbank,dev_46019675,dev_8442316,Delhi,Delhi,0,28.646233,77.163161,28.536054,77.10682
UPI1035711,2025-01-25 19:11:00,AutoPay,QR,61.08,SUCCESS,ikbalbava@okicici,yaminidin@okyesbank,dev_63962735,dev_78093368,Delhi,Bengaluru,0,28.70652,77.086954,12.825977,77.46027
UPI1019801,2025-01-14 18:01:00,P2M,QR,555.47,SUCCESS,onkardubey@okicici,anthonydes@okyesbank,dev_9264075,dev_99857553,Pune,Hyderabad,0,18.610827,73.803474,17.284498,78.351169
UPI1048838,2025-02-03 21:58:00,AutoPay,DeepLink,1259.85,SUCCESS,jhalakkaur@okhdfcbank,onkarbail@okhdfcbank,dev_96420036,dev_98404565,Jaipur,Bengaluru,0,26.830414,75.680335,12.947643,77.453769
UPI1033780,2025-01-24 11:00:00,P2P,QR,217.59,SUCCESS,wishipai@okicici,chamanghos@oksbi,dev_47664669,dev_74904693,Jaipur,Hyderabad,0,26.832759,75.682395,17.552014,78.356137
UPI1004115,2025-01-03 20:35:00,P2M,QR,987.32,SUCCESS,thomasdutt@okaxis,advaytank@okyesbank,dev_24017037,dev_22388361,Mumbai,Mumbai,0,19.218978,72.933468,19.14045,72.721016
UPI1006051,2025-01-05 04:51:00,P2P,QR,13.94,SUCCESS,varshabatr@okhdfcbank,kavyalata@okaxis,dev_85590510,dev_16286769,Mumbai,Bengaluru,0,19.062293,72.80927,12.858762,77.610069
UPI1040515,2025-01-29 03:15:00,P2M,Intent,886.94,SUCCESS,widishakum@okicici,aarinitriv@okhdfcbank,dev_34162996,dev_67696084,Bengaluru,Delhi,0,13.121732,77.640104,28.473849,77.289191
UPI1017367,2025-01-13 01:27:00,P2P,QR,6088.64,SUCCESS,riadube@okaxis,atisaini@okicici,dev_10562799,dev_29499830,Pune,Pune,0,18.496068,73.91221,18.555372,73.738083
UPI1012142,2025-01-09 10:22:00,P2M,QR,1074.24,SUCCESS,ekiyasawhn@okicici,krishnaagg@okhdfcbank,dev_21431953,dev_4220179,Chennai,Chennai,0,12.949086,80.301013,13.099988,80.2086
UPI1049699,2025-02-04 12:19:00,P2M,Intent,564.39,SUCCESS,ijayajain@okyesbank,janyaissac@okicici,dev_46861826,dev_27569903,Jaipur,Kolkata,0,26.904605,75.625861,22.421137,88.483702
UPI1032186,2025-01-23 08:26:00,P2M,QR,12.46,FAILED,chandanich@oksbi,trivenidee@oksbi,dev_18371760,dev_20678720,Hyderabad,Delhi,0,17.580762,78.454562,28.464984,77.173799
UPI1034971,2025-01-25 06:51:00,P2M,QR,2637.61,SUCCESS,omajaprabh@oksbi,baljiwanba@okaxis,dev_92390571,dev_26406240,Pune,Mumbai,0,18.659233,73.891904,19.281538,72.707369
UPI1034126,2025-01-24 16:46:00,P2P,QR,28.9,SUCCESS,oliverzach@okicici,fariqwalia@okhdfcbank,dev_81146817,dev_96596301,Mumbai,Mumbai,0,19.179198,72.725622,19.237372,72.887349
UPI1018050,2025-01-13 12:50:00,P2P,QR,839.66,SUCCESS,abeernori@oksbi,aadimohant@okaxis,dev_20761771,dev_78222672,Mumbai,Chennai,0,19.188799,72.896953,13.103236,80.128389
UPI1043081,2025-01-30 22:01:00,P2P,QR,2246.52,SUCCESS,bahadurjit@okyesbank,mahikadora@okaxis,dev_74238976,dev_61748025,Kolkata,Hyderabad,1,22.452517,88.431099,17.40328,78.441235
UPI1008086,2025-01-06 14:46:00,P2M,QR,837.66,PENDING,wahabratta@okicici,amolsethi@oksbi,dev_44148468,dev_68361968,Mumbai,Hyderabad,0,19.055739,72.704291,17.226472,78.36308
UPI1026369,2025-01-19 07:29:00,P2P,DeepLink,699.84,SUCCESS,daksharya@oksbi,davidzacha@okyesbank,dev_20002995,dev_6643473,Kolkata,Hyderabad,0,22.588908,88.289814,17.424875,78.447241
UPI1021000,2025-01-15 14:00:00,P2P,QR,1530.14,SUCCESS,iryadeshpa@oksbi,hamsinisek@okyesbank,dev_14692051,dev_37239832,Jaipur,Mumbai,0,26.764754,75.67803,19.021634,72.725722
UPI1013710,2025-01-10 12:30:00,P2P,QR,346.93,SUCCESS,anamikasar@okhdfcbank,neelimanaz@okhdfcbank,dev_50742259,dev_43910234,Hyderabad,Bengaluru,0,17.248878,78.473113,13.19876,77.497644
UPI1012206,2025-01-09 11:26:00,P2P,DeepLink,207.51,SUCCESS,yahvimall@okyesbank,nirjaahuja@okaxis,dev_93462475,dev_42116179,Jaipur,Bengaluru,0,26.869302,75.700773,13.125107,77.519003
UPI1026959,2025-01-19 17:19:00,P2P,DeepLink,1051.02,SUCCESS,karankalla@okicici,liamnaraya@okaxis,dev_45594558,dev_34789377,Delhi,Delhi,0,28.681473,77.254245,28.564622,76.903387
UPI1032074,2025-01-23 06:34:00,P2P,QR,6609.2,SUCCESS,paninivohr@okyesbank,girindrata@oksbi,dev_78757628,dev_14547694,Jaipur,Jaipur,0,26.825027,75.854408,26.927835,75.73954
UPI1025096,2025-01-18 10:16:00,P2M,QR,289.86,SUCCESS,tamannaraj@okhdfcbank,anitacheem@oksbi,dev_22572566,dev_92697581,Mumbai,Chennai,0,19.284797,72.948248,13.065535,80.14971
UPI1046281,2025-02-02 03:21:00,P2P,Intent,1425.67,SUCCESS,champakswa@okaxis,devprakash@oksbi,dev_88454965,dev_33136324,Chennai,Jaipur,0,13.084923,80.177389,26.813402,75.766776
UPI1029302,2025-01-21 08:22:00,P2P,DeepLink,217.5,SUCCESS,farasbal@okicici,nachiketba@okyesbank,dev_2958955,dev_68884742,Hyderabad,Delhi,0,17.225144,78.579688,28.536674,76.967945
UPI1038720,2025-01-27 21:20:00,P2P,QR,1132.56,SUCCESS,sairama@okaxis,upadhritig@okaxis,dev_58058671,dev_80310445,Jaipur,Pune,0,26.705659,75.62028,18.474383,73.71374
UPI1007255,2025-01-06 00:55:00,P2M,QR,1638.34,SUCCESS,kritikayog@okicici,suhaniravi@okyesbank,dev_19888524,dev_23337760,Jaipur,Pune,0,26.845755,75.649963,18.494262,73.832217
UPI1000820,2025-01-01 13:40:00,P2M,QR,1951.61,SUCCESS,abhakohli@okaxis,thomaskamd@okaxis,dev_64970745,dev_4683909,Bengaluru,Delhi,0,12.878274,77.461129,28.419684,77.155626
UPI1040500,2025-01-29 03:00:00,P2M,DeepLink,297.02,SUCCESS,yauvanibos@okhdfcbank,gopalpraka@okaxis,dev_99445935,dev_96095933,Jaipur,Pune,0,26.892932,75.875745,18.5451,73.800221
UPI1046348,2025-02-02 04:28:00,P2P,QR,663.55,SUCCESS,chandranna@okaxis,xitikoshy@okhdfcbank,dev_5992824,dev_7829889,Chennai,Jaipur,0,13.030949,80.153894,26.788964,75.856164
UPI1048007,2025-02-03 08:07:00,P2P,QR,261.53,SUCCESS,yastipadma@oksbi,harshilhay@okhdfcbank,dev_16068095,dev_57859383,Bengaluru,Pune,0,13.104401,77.697421,18.618693,73.797862
UPI1032990,2025-01-23 21:50:00,P2M,QR,2039.65,SUCCESS,sarthaklal@okhdfcbank,amolhalder@oksbi,dev_78372785,dev_45393258,Mumbai,Kolkata,0,19.282357,72.708301,22.651151,88.466974
UPI1010408,2025-01-08 05:28:00,P2M,Intent,1913.29,SUCCESS,qushijhave@okaxis,mananpilla@okaxis,dev_87771791,dev_11983483,Mumbai,Hyderabad,0,19.184945,72.931129,17.48918,78.427044
UPI1027483,2025-01-20 02:03:00,P2M,DeepLink,1005.37,SUCCESS,utkarshtai@okhdfcbank,aashiandra@oksbi,dev_26514920,dev_34535094,Kolkata,Delhi,0,22.427124,88.241156,28.402505,77.074187
UPI1005210,2025-01-04 14:50:00,P2P,Intent,230.71,SUCCESS,qasimjain@oksbi,krishnakha@okhdfcbank,dev_64829891,dev_85389544,Pune,Bengaluru,0,18.665281,73.736996,13.104223,77.630851
